brand,year,selling_price,km_driven,fuel_type,transmission,owner_type
Mercedes,2011,37.722733531168,181396,Diesel,Manual,First Owner
Maruti,2022,3.0,248163,Petrol,Manual,Second Owner
Skoda,2018,5.902346183151655,157189,Diesel,Manual,First Owner
Mercedes,2007,38.84061960192484,158081,Diesel,Manual,First Owner
Honda,2006,3.0,134820,Diesel,Manual,Second Owner
Volkswagen,2007,13.41320808859231,50691,Petrol,Manual,First Owner
Skoda,2018,8.754520229599594,146683,Lpg,Manual,First Owner
Nissan,2007,3.0,233312,Lpg,Automatic,First Owner
Volkswagen,2010,3.0,173939,Petrol,Manual,Third Owner
Maruti,2012,3.0,189302,Petrol,Manual,Second Owner
Bmw,2007,26.572035948345206,216499,Petrol,Automatic,First Owner
Audi,2010,33.82972194599378,99932,Petrol,Manual,First Owner
Maruti,2017,5.015410841763461,87404,Lpg,Manual,Fourth & Above Owner
Skoda,2022,3.0,242629,Petrol,Manual,First Owner
Tata,2013,8.254871167724346,117615,Petrol,Manual,First Owner
Nissan,2018,3.0,184739,Petrol,Manual,Third Owner
Volkswagen,2014,3.0,160797,Diesel,Automatic,Second Owner
Toyota,2013,24.225357875943114,35278,Diesel,Manual,Fourth & Above Owner
Maruti,2014,9.465396302605333,81982,Diesel,Manual,Second Owner
Maruti,2022,9.768133524281343,84921,Diesel,Manual,Second Owner
Mercedes,2006,47.537406386931735,48801,Petrol,Manual,Second Owner
Honda,2014,3.0,195869,Diesel,Manual,First Owner
Skoda,2005,3.0,241711,Petrol,Manual,Third Owner
Tata,2020,3.0,241733,Petrol,Manual,Second Owner
Nissan,2015,13.57106548545108,52708,Diesel,Manual,First Owner
Kia,2005,13.349749506789552,115131,Lpg,Automatic,First Owner
Hyundai,2016,10.083576301672545,62019,Diesel,Manual,First Owner
Bmw,2012,43.36258937939289,20313,Diesel,Manual,First Owner
Kia,2005,3.0,156578,Petrol,Manual,First Owner
Toyota,2022,14.567221065909258,215613,Petrol,Manual,First Owner
Hyundai,2011,7.532661191629093,23955,Petrol,Manual,Third Owner
Nissan,2005,3.0,162251,Diesel,Manual,Second Owner
Renault,2016,7.69730673003425,13341,Diesel,Manual,First Owner
Maruti,2011,3.0,211553,Diesel,Manual,First Owner
Skoda,2016,17.65489581775009,20683,Petrol,Manual,Second Owner
Audi,2007,35.45582460015064,111722,Petrol,Manual,Second Owner
Hyundai,2019,12.198436157812795,35199,Petrol,Automatic,First Owner
Tata,2012,3.0,105977,Diesel,Manual,Fourth & Above Owner
Maruti,2012,4.621567978965853,110153,Lpg,Automatic,First Owner
Kia,2019,9.488897368172019,137277,Petrol,Manual,First Owner
Maruti,2014,3.0,208168,Diesel,Manual,First Owner
Mercedes,2005,29.342397655577294,249142,Diesel,Automatic,Fourth & Above Owner
Renault,2015,3.3281331277567894,88783,Petrol,Manual,Third Owner
Volkswagen,2016,3.0,231204,Petrol,Automatic,Second Owner
Skoda,2010,10.259560921855721,109745,Petrol,Manual,First Owner
Nissan,2008,9.471788578386793,33985,Cng,Automatic,First Owner
Hyundai,2005,3.0,152061,Petrol,Manual,First Owner
Maruti,2020,3.0,182075,Petrol,Manual,First Owner
Hyundai,2005,3.0,79025,Petrol,Manual,Third Owner
Audi,2015,31.300237364619317,149473,Diesel,Manual,Second Owner
Volkswagen,2020,8.597230026802348,110971,Petrol,Manual,First Owner
Hyundai,2011,9.991089365340327,40530,Lpg,Manual,Fourth & Above Owner
Tata,2008,3.0,99646,Petrol,Manual,First Owner
Volkswagen,2017,10.013224168650565,109734,Cng,Manual,First Owner
Audi,2016,34.402507937309956,88761,Diesel,Automatic,First Owner
Honda,2005,3.0,229208,Petrol,Manual,Fourth & Above Owner
Kia,2015,15.550640323799243,100156,Diesel,Manual,First Owner
Kia,2005,10.075660090217635,158421,Diesel,Manual,First Owner
Mercedes,2012,55.82298402502942,7723,Petrol,Manual,First Owner
Ford,2010,10.141627283399114,81762,Diesel,Manual,Fourth & Above Owner
Nissan,2020,3.0,222133,Diesel,Manual,First Owner
Audi,2022,28.783856673204237,223653,Diesel,Manual,Second Owner
Renault,2017,3.0,244449,Diesel,Manual,Third Owner
Ford,2018,16.523488140097193,18933,Diesel,Manual,Second Owner
Skoda,2005,3.0,216311,Petrol,Manual,First Owner
Volkswagen,2006,12.422703764543051,70571,Petrol,Manual,First Owner
Mahindra,2018,22.138039665182323,6406,Petrol,Automatic,First Owner
Kia,2012,20.126910634724325,27658,Diesel,Manual,Third Owner
Hyundai,2014,3.0,188966,Petrol,Automatic,Third Owner
Audi,2017,33.06043376415981,150013,Petrol,Manual,First Owner
Bmw,2011,28.90827473872091,145409,Diesel,Manual,First Owner
Volkswagen,2017,3.0,221089,Petrol,Manual,First Owner
Maruti,2018,15.598662355820682,28072,Petrol,Manual,First Owner
Renault,2009,11.108451314524547,25267,Diesel,Manual,First Owner
Nissan,2017,3.0,233550,Diesel,Manual,Fourth & Above Owner
Tata,2008,3.0,153526,Diesel,Manual,First Owner
Audi,2010,25.042148614706615,195173,Petrol,Automatic,First Owner
Skoda,2019,9.269164736526466,133578,Diesel,Manual,Second Owner
Kia,2022,20.974264892436594,40597,Cng,Manual,Third Owner
Renault,2006,3.0,133049,Petrol,Manual,First Owner
Toyota,2016,10.5434220388935,241190,Petrol,Automatic,Third Owner
Audi,2015,38.449623156753944,33833,Petrol,Automatic,First Owner
Renault,2015,12.492842703509673,35918,Diesel,Automatic,Second Owner
Bmw,2019,35.11884740095204,89923,Petrol,Automatic,Second Owner
Mercedes,2006,46.82005671396267,116396,Petrol,Manual,Third Owner
Audi,2018,31.67702068358649,159052,Petrol,Manual,Second Owner
Tata,2010,3.0,43949,Lpg,Manual,First Owner
Mercedes,2007,39.43844207162095,233814,Petrol,Automatic,Second Owner
Volkswagen,2013,16.081866985687263,41796,Petrol,Manual,First Owner
Nissan,2005,11.05338805008063,54020,Lpg,Manual,First Owner
Bmw,2016,27.963836884668915,242112,Petrol,Manual,First Owner
Nissan,2015,6.288627129024668,97281,Diesel,Automatic,Second Owner
Kia,2014,8.949165350697598,145170,Petrol,Manual,Third Owner
Kia,2005,9.69040091424042,111559,Petrol,Automatic,Second Owner
Mercedes,2018,50.964165749672524,68497,Petrol,Automatic,First Owner
Volkswagen,2005,3.0,129150,Petrol,Manual,First Owner
Hyundai,2009,3.0,195217,Petrol,Manual,Fourth & Above Owner
Honda,2012,16.564471597957706,7801,Diesel,Manual,First Owner
Renault,2017,3.0,219434,Petrol,Manual,First Owner
Mercedes,2012,55.494152820420965,50168,Petrol,Manual,Third Owner
Volkswagen,2019,3.0,229812,Diesel,Manual,Third Owner
Ford,2021,3.0,240745,Cng,Manual,First Owner
Mahindra,2018,3.0,233581,Petrol,Manual,Second Owner
Audi,2005,28.06112725107698,164454,Petrol,Manual,Third Owner
Ford,2018,3.0,226867,Petrol,Manual,First Owner
Maruti,2008,3.0,215588,Diesel,Manual,Fourth & Above Owner
Toyota,2020,18.43185728977851,161538,Diesel,Manual,First Owner
Nissan,2022,3.0,223538,Petrol,Manual,First Owner
Hyundai,2006,8.009398417679323,88904,Petrol,Automatic,First Owner
Ford,2006,3.0,209495,Petrol,Manual,First Owner
Renault,2017,3.0,231764,Diesel,Manual,First Owner
Hyundai,2007,3.0,160625,Petrol,Automatic,First Owner
Mahindra,2022,24.648661705691826,35011,Petrol,Manual,Third Owner
Kia,2014,16.4260461859614,57457,Petrol,Manual,Second Owner
Volkswagen,2015,12.824554515565268,46355,Diesel,Automatic,First Owner
Tata,2020,4.273643067192354,135614,Lpg,Manual,First Owner
Mahindra,2008,8.067952284611211,111287,Petrol,Manual,First Owner
Ford,2015,3.0,207699,Cng,Manual,Second Owner
Audi,2022,40.98693309185926,74497,Petrol,Automatic,Second Owner
Audi,2005,32.97587844953168,45564,Diesel,Manual,First Owner
Mahindra,2008,5.089419861578668,155854,Diesel,Manual,Second Owner
Audi,2007,33.8432507268925,39047,Diesel,Manual,First Owner
Nissan,2011,3.0,226798,Petrol,Manual,Third Owner
Tata,2007,9.491709215264004,24885,Petrol,Manual,Second Owner
Maruti,2008,3.0,125302,Diesel,Automatic,First Owner
Kia,2020,4.590886748550707,237433,Diesel,Manual,First Owner
Renault,2013,3.0,140698,Petrol,Automatic,First Owner
Mercedes,2011,39.474139140989735,203038,Diesel,Manual,Third Owner
Toyota,2012,18.438982095164874,108667,Petrol,Manual,Third Owner
Toyota,2022,16.67750712100641,189937,Petrol,Automatic,Fourth & Above Owner
Tata,2013,3.0,178354,Diesel,Automatic,Second Owner
Tata,2013,3.944847915748184,130840,Petrol,Manual,Third Owner
Renault,2021,10.269022891570788,29668,Petrol,Manual,First Owner
Hyundai,2005,3.0,242883,Petrol,Manual,Second Owner
Skoda,2013,18.559466479234178,16904,Cng,Manual,First Owner
Renault,2018,3.8497080428354424,92456,Petrol,Manual,Third Owner
Nissan,2014,3.0,162127,Petrol,Automatic,Fourth & Above Owner
Renault,2020,3.0,193439,Petrol,Automatic,Second Owner
Toyota,2020,23.255822914165073,136045,Petrol,Manual,Third Owner
Renault,2011,3.0,103305,Petrol,Manual,Third Owner
Mahindra,2019,13.496220381657839,104802,Petrol,Manual,First Owner
Skoda,2009,3.0,244042,Petrol,Manual,First Owner
Audi,2009,39.17439846550229,86828,Diesel,Manual,Second Owner
Mahindra,2022,3.0,214370,Petrol,Automatic,Second Owner
Volkswagen,2005,11.515126081838138,17692,Petrol,Manual,Second Owner
Volkswagen,2011,3.0,166549,Diesel,Manual,First Owner
Tata,2016,3.0,171736,Petrol,Manual,First Owner
Hyundai,2012,3.0553249160794453,170543,Petrol,Manual,Third Owner
Mercedes,2020,51.901467705655676,108259,Lpg,Automatic,Second Owner
Tata,2009,3.0,174243,Diesel,Manual,Second Owner
Renault,2014,3.0,114090,Diesel,Manual,First Owner
Tata,2007,4.185528609141823,150445,Petrol,Manual,First Owner
Bmw,2008,26.372969634587783,223893,Lpg,Manual,First Owner
Maruti,2008,3.0,169735,Petrol,Manual,First Owner
Honda,2018,7.099802862554251,185699,Petrol,Manual,First Owner
Volkswagen,2008,3.0,242393,Diesel,Manual,First Owner
Ford,2017,13.978244839683265,58763,Petrol,Manual,First Owner
Bmw,2011,32.65976374152123,149048,Diesel,Automatic,First Owner
Mahindra,2015,11.042357734312304,166005,Petrol,Manual,Second Owner
Ford,2020,3.6109423745899183,175342,Petrol,Manual,Second Owner
Mercedes,2020,53.81920106127605,37402,Diesel,Manual,Second Owner
Honda,2005,4.400611622836297,191254,Petrol,Manual,Fourth & Above Owner
Mahindra,2019,18.452391646320763,52545,Diesel,Automatic,First Owner
Skoda,2022,11.260699564593615,105214,Petrol,Manual,Third Owner
Mercedes,2017,39.534882124258125,179966,Petrol,Automatic,First Owner
Audi,2008,37.48778499404375,69452,Diesel,Manual,First Owner
Mercedes,2016,57.692741867537734,35843,Petrol,Manual,First Owner
Mercedes,2016,44.430522949503626,170464,Diesel,Manual,Fourth & Above Owner
Mercedes,2016,52.033401669974886,73647,Petrol,Manual,Third Owner
Renault,2012,3.0,207442,Petrol,Manual,First Owner
Maruti,2014,3.0,225024,Petrol,Manual,Third Owner
Volkswagen,2016,8.198458950962014,90710,Diesel,Manual,First Owner
Toyota,2013,12.641690496339715,185887,Petrol,Manual,Second Owner
Mercedes,2018,54.39629189908073,59908,Petrol,Manual,First Owner
Renault,2017,3.0,232717,Lpg,Manual,Second Owner
Nissan,2010,11.503163935405624,65209,Petrol,Manual,First Owner
Volkswagen,2015,3.0,221049,Diesel,Manual,Second Owner
Volkswagen,2018,3.683267971665653,197705,Petrol,Automatic,First Owner
Nissan,2013,9.393804851172316,81581,Petrol,Manual,Second Owner
Renault,2017,3.0,206986,Petrol,Automatic,First Owner
Honda,2007,4.020057011510487,159932,Petrol,Manual,Second Owner
Honda,2011,3.0,169042,Diesel,Automatic,First Owner
Nissan,2017,8.156674701388047,97780,Petrol,Manual,First Owner
Mercedes,2021,54.6718535323053,62349,Petrol,Manual,Second Owner
Mahindra,2016,6.316976984161374,175790,Diesel,Automatic,First Owner
Renault,2016,13.961834059736264,17797,Diesel,Manual,First Owner
Honda,2011,9.650119925273094,90371,Petrol,Automatic,First Owner
Bmw,2017,40.71763689754916,39673,Petrol,Automatic,Second Owner
Maruti,2011,8.969297802304702,5322,Petrol,Manual,First Owner
Audi,2005,39.106596083141476,6820,Cng,Manual,First Owner
Mercedes,2009,54.21335402022762,28014,Diesel,Manual,First Owner
Tata,2016,3.0,235225,Diesel,Manual,Second Owner
Mahindra,2022,8.316479109084101,193898,Petrol,Manual,Third Owner
Bmw,2013,24.341436478768404,247387,Petrol,Manual,First Owner
Tata,2020,12.850458758170701,25581,Petrol,Manual,First Owner
Kia,2019,3.237126366056949,249365,Petrol,Automatic,Third Owner
Mercedes,2015,41.74314948801788,151858,Petrol,Manual,First Owner
Kia,2019,7.171567681988163,199594,Petrol,Manual,First Owner
Volkswagen,2012,3.0,215155,Petrol,Manual,First Owner
Kia,2012,13.67044790909541,69196,Petrol,Manual,Fourth & Above Owner
Maruti,2018,3.0,186569,Petrol,Manual,Second Owner
Toyota,2016,17.640892000272466,163657,Petrol,Manual,First Owner
Maruti,2014,5.123218971500315,106292,Diesel,Manual,First Owner
Audi,2012,32.72020294017858,125499,Diesel,Manual,First Owner
Renault,2022,9.578298049537898,56108,Petrol,Manual,First Owner
Toyota,2006,18.652532479508192,50361,Diesel,Automatic,Fourth & Above Owner
Toyota,2005,8.900663680064255,231021,Petrol,Manual,First Owner
Bmw,2013,28.622483736772754,184251,Petrol,Manual,Second Owner
Mahindra,2005,5.689858388303456,143767,Diesel,Manual,Third Owner
Renault,2011,3.0,175124,Petrol,Manual,First Owner
Bmw,2015,39.421085335446676,104327,Diesel,Manual,First Owner
Tata,2012,4.191070051119418,66247,Petrol,Manual,First Owner
Tata,2008,3.0,235804,Petrol,Manual,Second Owner
Honda,2010,3.0,247442,Petrol,Manual,First Owner
Volkswagen,2015,10.661013989088687,57679,Petrol,Manual,First Owner
Tata,2022,4.24081221122124,201477,Petrol,Automatic,First Owner
Honda,2019,7.835806354911975,113359,Petrol,Manual,First Owner
Volkswagen,2014,3.3603490725513803,178456,Petrol,Manual,First Owner
Mahindra,2007,18.23497960645669,31618,Petrol,Manual,First Owner
Volkswagen,2009,5.809531358930943,122468,Petrol,Manual,Third Owner
Mahindra,2012,14.314575478834286,35595,Petrol,Manual,Fourth & Above Owner
Mahindra,2009,3.0,204540,Petrol,Manual,Third Owner
Tata,2017,3.0,102656,Petrol,Manual,First Owner
Toyota,2011,23.01479897584777,69611,Diesel,Manual,First Owner
Maruti,2020,3.0,176416,Lpg,Manual,First Owner
Kia,2009,3.0,238893,Petrol,Manual,First Owner
Toyota,2013,25.56720676922165,88029,Petrol,Manual,Fourth & Above Owner
Skoda,2017,4.887869417288513,180860,Diesel,Manual,Second Owner
Nissan,2008,3.0,173951,Diesel,Automatic,First Owner
Skoda,2018,13.588790549488884,125030,Lpg,Manual,Second Owner
Skoda,2015,3.0,202271,Diesel,Manual,First Owner
Hyundai,2016,14.560975329627857,36349,Diesel,Manual,Second Owner
Honda,2013,3.0,220006,Petrol,Manual,First Owner
Mercedes,2021,50.43313379881926,104014,Petrol,Manual,Third Owner
Volkswagen,2018,18.961330895936566,15956,Diesel,Manual,Fourth & Above Owner
Maruti,2008,3.0,247399,Petrol,Manual,First Owner
Volkswagen,2015,3.0,194564,Diesel,Manual,Second Owner
Skoda,2021,3.0,204967,Lpg,Manual,First Owner
Skoda,2010,9.492907614803217,41049,Petrol,Manual,Third Owner
Honda,2014,9.279414935118542,188897,Petrol,Manual,First Owner
Tata,2018,3.0,176074,Diesel,Manual,Fourth & Above Owner
Toyota,2009,12.805272844774048,226169,Diesel,Manual,Third Owner
Toyota,2014,28.113732644294007,96057,Diesel,Manual,First Owner
Honda,2014,3.0,232218,Diesel,Manual,First Owner
Toyota,2008,12.79543544017392,178409,Lpg,Manual,Second Owner
Ford,2008,3.0,67169,Petrol,Manual,First Owner
Maruti,2015,8.556248204257757,57386,Petrol,Manual,First Owner
Toyota,2008,8.52680868921615,226309,Petrol,Manual,Second Owner
Toyota,2022,18.30257413776304,163022,Petrol,Manual,Second Owner
Mahindra,2014,19.430996927022328,33991,Diesel,Manual,Second Owner
Nissan,2017,15.500856039363839,35750,Petrol,Automatic,First Owner
Audi,2012,28.50241115634244,207760,Diesel,Automatic,First Owner
Nissan,2010,7.345894416333826,46587,Petrol,Manual,First Owner
Volkswagen,2013,11.551879973603624,58650,Diesel,Manual,Second Owner
Hyundai,2017,4.987285730615982,155543,Petrol,Manual,First Owner
Nissan,2012,3.0,216541,Petrol,Manual,First Owner
Ford,2010,6.412736436405191,87509,Petrol,Manual,Fourth & Above Owner
Audi,2007,27.21460850637955,168097,Petrol,Manual,Third Owner
Honda,2014,6.044139950345441,177425,Petrol,Automatic,First Owner
Renault,2017,3.0,152089,Diesel,Manual,Third Owner
Renault,2014,3.0,172864,Petrol,Manual,First Owner
Toyota,2009,24.012785036259043,60748,Lpg,Manual,Second Owner
Volkswagen,2009,3.0,157300,Cng,Automatic,First Owner
Mercedes,2011,53.27383281575733,5866,Petrol,Manual,First Owner
Maruti,2011,3.0,183982,Petrol,Automatic,Fourth & Above Owner
Hyundai,2008,3.0,199119,Petrol,Manual,Second Owner
Skoda,2021,3.0,199514,Petrol,Manual,First Owner
Volkswagen,2010,15.826494733473051,12216,Petrol,Manual,Third Owner
Kia,2009,3.0,228298,Diesel,Manual,First Owner
Bmw,2015,35.977446163715065,111445,Cng,Manual,First Owner
Bmw,2019,44.07243606429785,24726,Petrol,Manual,First Owner
Nissan,2013,5.396096742335043,135943,Diesel,Manual,Second Owner
Bmw,2017,40.2279036405129,145029,Diesel,Manual,Second Owner
Toyota,2006,20.871700051099843,103503,Petrol,Manual,First Owner
Renault,2014,3.0,188450,Diesel,Manual,Second Owner
Tata,2006,3.0,138212,Lpg,Manual,Second Owner
Honda,2007,11.336644916892856,58150,Lpg,Manual,First Owner
Audi,2015,30.864599835505278,156930,Diesel,Manual,First Owner
Mahindra,2008,9.91785467510013,69587,Petrol,Automatic,First Owner
Audi,2005,38.01235518497749,34085,Petrol,Manual,Second Owner
Volkswagen,2008,6.49813593268978,70406,Lpg,Manual,Third Owner
Toyota,2018,10.788274372078217,226861,Petrol,Manual,First Owner
Maruti,2015,3.0,145221,Petrol,Manual,First Owner
Audi,2011,34.87619495761895,82845,Petrol,Automatic,Second Owner
Skoda,2022,13.54942857763764,94711,Petrol,Manual,First Owner
Audi,2011,19.930532490179385,215672,Petrol,Manual,Second Owner
Ford,2020,3.0,168193,Diesel,Automatic,First Owner
Bmw,2011,33.71214436721253,194563,Petrol,Manual,First Owner
Ford,2005,3.0,154508,Petrol,Manual,First Owner
Honda,2006,3.0,248089,Petrol,Manual,Fourth & Above Owner
Toyota,2009,15.411027726820896,165992,Diesel,Manual,First Owner
Tata,2008,3.0,103070,Diesel,Manual,First Owner
Kia,2007,10.397303380344386,66817,Cng,Manual,First Owner
Bmw,2011,42.66794381547513,16342,Diesel,Manual,Second Owner
Mahindra,2022,11.655620065064163,193005,Petrol,Manual,Second Owner
Skoda,2008,3.0,233557,Diesel,Manual,Second Owner
Mahindra,2009,8.53913819678069,167688,Petrol,Manual,Second Owner
Volkswagen,2022,8.213637861260933,124351,Diesel,Manual,First Owner
Mahindra,2008,13.541321136416324,37009,Diesel,Manual,First Owner
Honda,2019,6.319239036412313,162773,Petrol,Manual,First Owner
Bmw,2016,42.336402960420706,54042,Petrol,Manual,First Owner
Kia,2021,7.910027633359319,157420,Diesel,Manual,Second Owner
Kia,2015,14.415587803497028,78736,Petrol,Manual,Second Owner
Nissan,2015,3.0,217140,Diesel,Manual,Fourth & Above Owner
Tata,2009,3.0,234330,Petrol,Automatic,Second Owner
Hyundai,2015,11.320863396946883,62389,Diesel,Manual,Second Owner
Nissan,2017,11.474651278739373,84955,Diesel,Manual,Fourth & Above Owner
Nissan,2022,3.0,230896,Petrol,Manual,First Owner
Toyota,2006,27.656139558871487,9870,Petrol,Manual,First Owner
Maruti,2007,3.0,131575,Diesel,Manual,Second Owner
Bmw,2005,40.392958626644315,39698,Petrol,Automatic,Second Owner
Hyundai,2019,13.207557912977673,111065,Petrol,Manual,Third Owner
Maruti,2006,10.746483139224278,12882,Diesel,Manual,Second Owner
Kia,2021,18.537042552858374,39416,Petrol,Manual,Third Owner
Renault,2011,5.895101782805231,103695,Diesel,Automatic,First Owner
Hyundai,2010,13.698493552382928,19713,Petrol,Manual,Third Owner
Bmw,2022,37.622919464155856,200302,Petrol,Manual,First Owner
Honda,2017,3.0,146610,Petrol,Automatic,First Owner
Volkswagen,2014,6.420013653729331,115356,Lpg,Manual,First Owner
Nissan,2021,7.4460800844506165,120733,Petrol,Manual,Second Owner
Tata,2018,3.0,210553,Petrol,Manual,First Owner
Bmw,2016,30.54409412591807,212133,Petrol,Manual,First Owner
Skoda,2010,14.739161032329788,16644,Diesel,Automatic,Second Owner
Ford,2022,3.0,172877,Diesel,Manual,First Owner
Kia,2017,9.927806091804348,120082,Petrol,Manual,First Owner
Ford,2022,4.921324559861233,196808,Petrol,Manual,Second Owner
Ford,2022,3.645186356186174,197833,Petrol,Manual,Third Owner
Nissan,2014,3.0,178536,Diesel,Manual,Second Owner
Bmw,2011,29.87332733479775,170306,Diesel,Manual,First Owner
Nissan,2022,15.798112791522566,56925,Diesel,Manual,Third Owner
Mercedes,2022,37.17069889668012,213942,Diesel,Automatic,Third Owner
Audi,2007,28.29804262449407,176699,Petrol,Manual,First Owner
Tata,2016,3.0,72089,Diesel,Manual,First Owner
Honda,2015,16.893551444255248,62018,Diesel,Manual,First Owner
Skoda,2018,11.229288843866474,127708,Petrol,Manual,Second Owner
Bmw,2022,37.47019167698927,88996,Cng,Manual,Fourth & Above Owner
Toyota,2009,13.031976779030712,170835,Petrol,Manual,First Owner
Toyota,2022,24.62651257690487,104584,Diesel,Manual,First Owner
Mercedes,2016,48.430366391133376,46280,Diesel,Manual,First Owner
Mahindra,2006,8.347633287887842,101794,Diesel,Automatic,Second Owner
Hyundai,2014,3.0,204872,Petrol,Automatic,Third Owner
Mercedes,2007,32.097259916539386,208518,Diesel,Manual,Third Owner
Toyota,2022,27.560499665204254,81310,Petrol,Manual,Fourth & Above Owner
Mercedes,2018,41.48968992948148,199981,Petrol,Manual,First Owner
Volkswagen,2021,18.913227160186132,27860,Diesel,Manual,Second Owner
Kia,2015,3.0,246082,Petrol,Manual,Third Owner
Renault,2012,3.0,192596,Diesel,Manual,Second Owner
Nissan,2012,10.612654690021369,15007,Petrol,Automatic,Fourth & Above Owner
Skoda,2022,6.201448307971874,177729,Cng,Automatic,First Owner
Tata,2007,3.0,126033,Diesel,Manual,First Owner
Kia,2020,7.440066718841516,221501,Petrol,Manual,First Owner
Mercedes,2012,49.898308532759735,63793,Diesel,Automatic,Third Owner
Hyundai,2015,3.0,223558,Petrol,Manual,First Owner
Maruti,2017,3.0,218301,Diesel,Manual,Third Owner
Toyota,2006,16.930474838617457,73238,Diesel,Manual,First Owner
Maruti,2007,3.0,110922,Diesel,Manual,Second Owner
Honda,2007,3.4290367157485067,162133,Diesel,Manual,Second Owner
Kia,2019,18.917085808538843,63858,Diesel,Manual,First Owner
Renault,2006,3.0,249785,Diesel,Manual,First Owner
Maruti,2015,7.8579541172865035,51781,Cng,Manual,Second Owner
Renault,2006,3.0,64732,Petrol,Manual,Fourth & Above Owner
Tata,2018,3.3580738598488318,127670,Petrol,Manual,First Owner
Skoda,2022,10.2587464187889,120854,Diesel,Automatic,First Owner
Hyundai,2012,17.340267657107017,17297,Petrol,Automatic,Third Owner
Mercedes,2008,35.145664309066504,227990,Petrol,Manual,First Owner
Ford,2013,8.68758812060874,63833,Diesel,Manual,First Owner
Maruti,2017,10.151197739389467,30254,Petrol,Automatic,Third Owner
Audi,2018,32.4015695647541,132205,Petrol,Manual,Second Owner
Ford,2016,3.0,232421,Petrol,Manual,First Owner
Mercedes,2015,53.73439331075353,5554,Petrol,Manual,Fourth & Above Owner
Bmw,2016,41.81257310220945,124598,Petrol,Manual,Second Owner
Mercedes,2008,37.40805004397899,228145,Petrol,Manual,First Owner
Ford,2008,3.0,223794,Diesel,Manual,First Owner
Maruti,2021,10.460354819705323,46853,Petrol,Manual,Third Owner
Hyundai,2015,6.259460464820313,157235,Diesel,Manual,Second Owner
Ford,2020,3.0,209817,Lpg,Manual,Second Owner
Honda,2016,3.0,169501,Petrol,Manual,First Owner
Mercedes,2013,43.95655331325925,166018,Lpg,Manual,First Owner
Ford,2015,3.0,194381,Petrol,Manual,Second Owner
Skoda,2017,6.957621797570744,116046,Diesel,Manual,First Owner
Mahindra,2008,12.85312313622087,21448,Lpg,Manual,Third Owner
Honda,2013,5.153529489589827,161675,Diesel,Automatic,First Owner
Mercedes,2018,44.83516000061835,158803,Petrol,Manual,First Owner
Hyundai,2006,3.0,213612,Petrol,Manual,First Owner
Toyota,2006,9.264723839691907,231364,Petrol,Manual,Third Owner
Mercedes,2007,44.86141288695423,87747,Cng,Manual,First Owner
Volkswagen,2015,3.0,239250,Petrol,Automatic,First Owner
Mercedes,2009,50.786453718362814,7424,Petrol,Manual,Second Owner
Renault,2012,3.0,242238,Petrol,Manual,Second Owner
Skoda,2007,10.899955668109811,38639,Petrol,Manual,Third Owner
Nissan,2009,3.0,163229,Petrol,Manual,First Owner
Kia,2005,6.240024412640267,172387,Petrol,Manual,First Owner
Hyundai,2019,3.0,160155,Diesel,Manual,Third Owner
Volkswagen,2013,3.0,247778,Petrol,Automatic,First Owner
Hyundai,2008,3.0,140353,Petrol,Manual,Second Owner
Tata,2014,8.982949646559875,37204,Petrol,Manual,First Owner
Toyota,2021,16.205244627541983,153850,Petrol,Manual,Third Owner
Bmw,2019,41.17749120262912,76265,Diesel,Manual,Fourth & Above Owner
Ford,2020,3.48121482318259,154968,Petrol,Manual,First Owner
Skoda,2012,11.738868189996271,98256,Petrol,Manual,First Owner
Toyota,2011,25.629376516153048,15390,Petrol,Automatic,First Owner
Bmw,2010,33.18582969621279,161189,Petrol,Manual,First Owner
Mercedes,2010,52.96321377937712,26773,Diesel,Manual,First Owner
Kia,2021,18.460360703263337,85332,Diesel,Manual,First Owner
Tata,2007,3.0,156757,Petrol,Manual,Second Owner
Mercedes,2020,41.6631778575693,220885,Petrol,Manual,First Owner
Hyundai,2021,13.203824551360142,81983,Petrol,Automatic,First Owner
Volkswagen,2020,15.059071832683667,78123,Diesel,Manual,Fourth & Above Owner
Ford,2016,10.135407994659065,78849,Petrol,Manual,First Owner
Kia,2020,11.52198485940108,145906,Lpg,Manual,Fourth & Above Owner
Mercedes,2005,50.08167112593464,52392,Petrol,Manual,Second Owner
Nissan,2019,10.447417361063806,134147,Lpg,Manual,First Owner
Skoda,2014,3.0,201262,Petrol,Manual,Second Owner
Ford,2022,17.040290797368463,24776,Petrol,Manual,Fourth & Above Owner
Mercedes,2006,32.608468378122815,241260,Petrol,Manual,Third Owner
Maruti,2021,8.778745500275289,135294,Petrol,Automatic,First Owner
Volkswagen,2015,5.1698116458291095,158800,Lpg,Automatic,First Owner
Maruti,2006,3.0,156242,Petrol,Manual,First Owner
Audi,2014,24.294623046120186,236627,Petrol,Automatic,First Owner
Kia,2005,3.2767414323980635,167841,Lpg,Manual,First Owner
Audi,2006,22.88835108548234,221551,Petrol,Automatic,Third Owner
Skoda,2014,12.919530536704054,75061,Petrol,Manual,Second Owner
Tata,2019,8.986712165142983,58392,Petrol,Manual,Third Owner
Kia,2006,3.0,162679,Petrol,Manual,Second Owner
Volkswagen,2009,15.67699320408889,42613,Cng,Manual,First Owner
Audi,2012,40.78701978482963,32234,Petrol,Automatic,First Owner
